"","Day","moduleColor","ontology","GO_term","GO_ID","Transcript_ID","Protein_name"
"19059","Day0","turquoise","MF","ion binding","GO:0043167","LOC111107338"," kinesin-like protein KIF11-B"
"19060","Day0","turquoise","MF","ion binding","GO:0043167","LOC111134649"," kinesin-like protein KIF15"
"19061","Day0","turquoise","MF","ion binding","GO:0043167","LOC111115046"," kinesin-like protein KIF23"
"19063","Day0","turquoise","MF","ion binding","GO:0043167","LOC111124684"," kinesin-like protein KIF28P"
"19065","Day0","turquoise","MF","ion binding","GO:0043167","LOC111121055"," kinesin-like protein KIF2A"
"19066","Day0","turquoise","MF","ion binding","GO:0043167","LOC111126134"," kinesin-like protein KIF3A"
"19068","Day0","turquoise","MF","ion binding","GO:0043167","LOC111127315"," kinesin-like protein KIF9"
"19071","Day0","turquoise","MF","ion binding","GO:0043167","LOC111118975"," kinesin-like protein KIN-7I"
"19072","Day0","turquoise","MF","ion binding","GO:0043167","LOC111124262"," kynureninase-like"
"19075","Day0","turquoise","MF","ion binding","GO:0043167","LOC111127901"," kynurenine 3-monooxygenase-like"
"19076","Day0","turquoise","MF","ion binding","GO:0043167","LOC111123241"," kynurenine--oxoglutarate transaminase 3-like"
"19088","Day0","turquoise","MF","ion binding","GO:0043167","LOC111125679"," laccase-like"
"19089","Day0","turquoise","MF","ion binding","GO:0043167","LOC111129073"," lactoylglutathione lyase-like"
"19090","Day0","turquoise","MF","ion binding","GO:0043167","LOC111105314"," lambda-crystallin homolog"
"19091","Day0","turquoise","MF","ion binding","GO:0043167","LOC111128051"," lamin-B receptor-like"
"19092","Day0","turquoise","MF","ion binding","GO:0043167","LOC111126003"," leucine--tRNA ligase, cytoplasmic-like"
"19094","Day0","turquoise","MF","ion binding","GO:0043167","LOC111123032"," leucine-rich repeat-containing protein 74A-like"
"19095","Day0","turquoise","MF","ion binding","GO:0043167","LOC111117983"," leucine-rich repeat-containing protein 74A-like"
"19098","Day0","turquoise","MF","ion binding","GO:0043167","LOC111126547"," leucine-rich repeat-containing protein 74B-like"
"19099","Day0","turquoise","MF","ion binding","GO:0043167","LOC111130629"," leucine-rich repeat-containing protein 74B-like"
"19100","Day0","turquoise","MF","ion binding","GO:0043167","LOC111123763"," leucine-rich repeat-containing protein 74B-like"
"19101","Day0","turquoise","MF","ion binding","GO:0043167","LOC111106667"," leukotriene A-4 hydrolase-like"
"19103","Day0","turquoise","MF","ion binding","GO:0043167","LOC111108662"," leukotriene A-4 hydrolase-like"
"19109","Day0","turquoise","MF","ion binding","GO:0043167","LOC111131342"," lon protease homolog, mitochondrial-like"
"19110","Day0","turquoise","MF","ion binding","GO:0043167","LOC111108184"," long-chain specific acyl-CoA dehydrogenase, mitochondrial-like"
"19111","Day0","turquoise","MF","ion binding","GO:0043167","LOC111122922"," low-density lipoprotein receptor-related protein 2-like"
"19112","Day0","turquoise","MF","ion binding","GO:0043167","LOC111125248"," lymphocyte-specific helicase-like"
"19113","Day0","turquoise","MF","ion binding","GO:0043167","LOC111132030"," lymphoid-specific helicase-like"
"19115","Day0","turquoise","MF","ion binding","GO:0043167","LOC111136015"," lysine--tRNA ligase-like"
"19116","Day0","turquoise","MF","ion binding","GO:0043167","LOC111103635"," lysine-specific histone demethylase 1A-like"
"19117","Day0","turquoise","MF","ion binding","GO:0043167","LOC111109649"," lysine-specific histone demethylase 1A-like"
"19124","Day0","turquoise","MF","ion binding","GO:0043167","LOC111119557"," mammalian ependymin-related protein 1-like"
"19125","Day0","turquoise","MF","ion binding","GO:0043167","LOC111130577"," mammalian ependymin-related protein 1-like"
"19126","Day0","turquoise","MF","ion binding","GO:0043167","LOC111128305"," mammalian ependymin-related protein 1-like"
"19128","Day0","turquoise","MF","ion binding","GO:0043167","LOC111121357"," maternal embryonic leucine zipper kinase-like"
"19134","Day0","turquoise","MF","ion binding","GO:0043167","LOC111124193"," medium-chain specific acyl-CoA dehydrogenase, mitochondrial-like"
"19135","Day0","turquoise","MF","ion binding","GO:0043167","LOC111124882"," membrane primary amine oxidase-like"
"19136","Day0","turquoise","MF","ion binding","GO:0043167","LOC111128776"," mesenchyme-specific cell surface glycoprotein-like"
"19137","Day0","turquoise","MF","ion binding","GO:0043167","LOC111128754"," metastasis-associated protein MTA3-like"
"19139","Day0","turquoise","MF","ion binding","GO:0043167","LOC111130865"," methionine synthase-like"
"19140","Day0","turquoise","MF","ion binding","GO:0043167","LOC111135130"," methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial-like"
"19141","Day0","turquoise","MF","ion binding","GO:0043167","LOC111114899"," methylmalonyl-CoA mutase, mitochondrial-like"
"19144","Day0","turquoise","MF","ion binding","GO:0043167","LOC111100699"," methylthioribulose-1-phosphate dehydratase-like"
"19145","Day0","turquoise","MF","ion binding","GO:0043167","LOC111120886"," midasin-like"
"19146","Day0","turquoise","MF","ion binding","GO:0043167","LOC111119655"," mitochondrial Rho GTPase 1-like"
"19150","Day0","turquoise","MF","ion binding","GO:0043167","LOC111130467"," mitochondrial chaperone BCS1-like"
"19151","Day0","turquoise","MF","ion binding","GO:0043167","LOC111104396"," mitochondrial glutamate carrier 1-like"
"19154","Day0","turquoise","MF","ion binding","GO:0043167","LOC111136376"," mitochondrial proton/calcium exchanger protein-like"
"19155","Day0","turquoise","MF","ion binding","GO:0043167","LOC111122854"," mitochondrial-processing peptidase subunit alpha-like"
"19156","Day0","turquoise","MF","ion binding","GO:0043167","LOC111110359"," mitochondrial-processing peptidase subunit beta-like"
"19157","Day0","turquoise","MF","ion binding","GO:0043167","LOC111106358"," mitochondrial-processing peptidase subunit beta-like"
"19158","Day0","turquoise","MF","ion binding","GO:0043167","LOC111133050"," mitofusin-2-like"
"19163","Day0","turquoise","MF","ion binding","GO:0043167","LOC111107163"," mitogen-activated protein kinase 14A-like"
"19165","Day0","turquoise","MF","ion binding","GO:0043167","LOC111102022"," mitogen-activated protein kinase kinase kinase 4-like"
"19166","Day0","turquoise","MF","ion binding","GO:0043167","LOC111124859"," multidrug resistance-associated protein 1-like"
"19167","Day0","turquoise","MF","ion binding","GO:0043167","LOC111120164"," multidrug resistance-associated protein 1-like"
"19171","Day0","turquoise","MF","ion binding","GO:0043167","LOC111123982"," multidrug resistance-associated protein 4-like"
"19173","Day0","turquoise","MF","ion binding","GO:0043167","LOC111130834"," multiple coagulation factor deficiency protein 2 homolog"
"19174","Day0","turquoise","MF","ion binding","GO:0043167","LOC111123921"," multiple epidermal growth factor-like domains protein 8"
"19175","Day0","turquoise","MF","ion binding","GO:0043167","LOC111134633"," muscleblind-like protein 3"
"19191","Day0","turquoise","MF","ion binding","GO:0043167","LOC111119760"," myoglobin-like"
"19192","Day0","turquoise","MF","ion binding","GO:0043167","LOC111136245"," myosin essential light chain, striated adductor muscle-like"
"19193","Day0","turquoise","MF","ion binding","GO:0043167","LOC111118916"," myosin heavy chain, non-muscle-like"
"19194","Day0","turquoise","MF","ion binding","GO:0043167","LOC111124621"," myosin heavy chain, striated muscle-like"
"19197","Day0","turquoise","MF","ion binding","GO:0043167","LOC111120907"," myosin heavy chain, striated muscle-like"
"19207","Day0","turquoise","MF","ion binding","GO:0043167","LOC111135658"," myosin regulatory light chain 12B-like"
"19208","Day0","turquoise","MF","ion binding","GO:0043167","LOC111134925"," myosin regulatory light chain A, smooth adductor muscle-like"
"19212","Day0","turquoise","MF","ion binding","GO:0043167","LOC111118106"," myosin regulatory light polypeptide 9-like"
"19215","Day0","turquoise","MF","ion binding","GO:0043167","LOC111104068"," nacrein-like protein"
"19216","Day0","turquoise","MF","ion binding","GO:0043167","LOC111122432"," nardilysin-like"
"19217","Day0","turquoise","MF","ion binding","GO:0043167","LOC111130004"," neo-calmodulin-like"
"19218","Day0","turquoise","MF","ion binding","GO:0043167","LOC111128365"," neo-calmodulin-like"
"19219","Day0","turquoise","MF","ion binding","GO:0043167","LOC111119762"," neo-calmodulin-like"
"19222","Day0","turquoise","MF","ion binding","GO:0043167","LOC111133569"," neural-cadherin-like"
"19223","Day0","turquoise","MF","ion binding","GO:0043167","LOC111108704"," neurogenic locus notch homolog protein 1-like"
"19226","Day0","turquoise","MF","ion binding","GO:0043167","LOC111125991"," neuronal calcium sensor 1-like"
"19227","Day0","turquoise","MF","ion binding","GO:0043167","LOC111128420"," nidogen-1-like"
"19228","Day0","turquoise","MF","ion binding","GO:0043167","LOC111132873"," nitric oxide-associated protein 1-like"
"19229","Day0","turquoise","MF","ion binding","GO:0043167","LOC111126386"," nuclear hormone receptor FTZ-F1 beta-like"
"19230","Day0","turquoise","MF","ion binding","GO:0043167","LOC111129823"," nuclear receptor ROR-beta-like"
"19239","Day0","turquoise","MF","ion binding","GO:0043167","LOC111127914"," nuclear receptor subfamily 2 group F member 1-A-like"
"19243","Day0","turquoise","MF","ion binding","GO:0043167","LOC111130461"," nuclear valosin-containing protein-like"
"19244","Day0","turquoise","MF","ion binding","GO:0043167","LOC111120863"," nucleolar RNA helicase 2-like"
"19245","Day0","turquoise","MF","ion binding","GO:0043167","LOC111107607"," nucleoporin-like protein 2"
"19246","Day0","turquoise","MF","ion binding","GO:0043167","LOC111124238"," nucleoprotein TPR-like"
"19247","Day0","turquoise","MF","ion binding","GO:0043167","LOC111136057"," nucleoside diphosphate kinase 7-like"
"19248","Day0","turquoise","MF","ion binding","GO:0043167","LOC111126477"," obg-like ATPase 1"
"19249","Day0","turquoise","MF","ion binding","GO:0043167","LOC111125262"," obg-like ATPase 1"
"19250","Day0","turquoise","MF","ion binding","GO:0043167","LOC111136290"," ornithine aminotransferase, mitochondrial-like"
"19252","Day0","turquoise","MF","ion binding","GO:0043167","LOC111107854"," orphan steroid hormone receptor 2-like"
"19257","Day0","turquoise","MF","ion binding","GO:0043167","LOC111136675"," pachytene checkpoint protein 2 homolog"
"19258","Day0","turquoise","MF","ion binding","GO:0043167","LOC111136921"," pantothenate kinase 3-like"
"19259","Day0","turquoise","MF","ion binding","GO:0043167","LOC111112489"," peptidoglycan recognition protein-like"
"19260","Day0","turquoise","MF","ion binding","GO:0043167","LOC111124627"," peptidyl-prolyl cis-trans isomerase FKBP2-like"
"19261","Day0","turquoise","MF","ion binding","GO:0043167","LOC111127440"," peptidyl-prolyl cis-trans isomerase FKBP9-like"
"19262","Day0","turquoise","MF","ion binding","GO:0043167","LOC111100792"," peripheral plasma membrane protein CASK-like"
"19273","Day0","turquoise","MF","ion binding","GO:0043167","LOC111104691"," peroxisomal NADH pyrophosphatase NUDT12-like"
"19274","Day0","turquoise","MF","ion binding","GO:0043167","LOC111107112"," peroxisomal acyl-coenzyme A oxidase 1-like"
"19275","Day0","turquoise","MF","ion binding","GO:0043167","LOC111113840"," peroxisomal acyl-coenzyme A oxidase 1-like"
"19276","Day0","turquoise","MF","ion binding","GO:0043167","LOC111136438"," peroxisomal acyl-coenzyme A oxidase 3-like"
"19277","Day0","turquoise","MF","ion binding","GO:0043167","LOC111100641"," peroxisome biogenesis factor 1-like"
"19279","Day0","turquoise","MF","ion binding","GO:0043167","LOC111119430"," phenylalanine--tRNA ligase alpha subunit-like"
"19280","Day0","turquoise","MF","ion binding","GO:0043167","LOC111133148"," phenylalanine--tRNA ligase beta subunit-like"
"19281","Day0","turquoise","MF","ion binding","GO:0043167","LOC111130025"," phenylalanine--tRNA ligase, mitochondrial-like"
"19283","Day0","turquoise","MF","ion binding","GO:0043167","LOC111103244"," phosphatidylinositol-binding clathrin assembly protein LAP-like"
"19285","Day0","turquoise","MF","ion binding","GO:0043167","LOC111103287"," phosphatidylinositol-binding clathrin assembly protein LAP-like"
"19348","Day0","turquoise","MF","ion binding","GO:0043167","LOC111113622"," phosphoacetylglucosamine mutase-like"
"19349","Day0","turquoise","MF","ion binding","GO:0043167","LOC111135400"," phosphoenolpyruvate carboxykinase [GTP]-like"
"19350","Day0","turquoise","MF","ion binding","GO:0043167","LOC111118006"," phosphoglucomutase-1-like"
"19352","Day0","turquoise","MF","ion binding","GO:0043167","LOC111125502"," phosphoglucomutase-2-like"
"19354","Day0","turquoise","MF","ion binding","GO:0043167","LOC111100371"," phospholipase DDHD2-like"
"19356","Day0","turquoise","MF","ion binding","GO:0043167","LOC111114715"," phosphonopyruvate decarboxylase-like"
"19360","Day0","turquoise","MF","ion binding","GO:0043167","LOC111121146"," phosphoribosyl pyrophosphate synthase-associated protein 2-like"
"19361","Day0","turquoise","MF","ion binding","GO:0043167","LOC111128451"," phylloquinone omega-hydroxylase CYP4F2-like"
"19362","Day0","turquoise","MF","ion binding","GO:0043167","LOC111108086"," plasma membrane calcium-transporting ATPase 2-like"
"19386","Day0","turquoise","MF","ion binding","GO:0043167","LOC111127734"," poly [ADP-ribose] polymerase 1-like"
"19387","Day0","turquoise","MF","ion binding","GO:0043167","LOC111131837"," poly [ADP-ribose] polymerase 1-like"
"19388","Day0","turquoise","MF","ion binding","GO:0043167","LOC111133031"," poly [ADP-ribose] polymerase 14-like"
"19392","Day0","turquoise","MF","ion binding","GO:0043167","LOC111136597"," poly [ADP-ribose] polymerase 2-like"
"19394","Day0","turquoise","MF","ion binding","GO:0043167","LOC111135445"," polyhomeotic-like protein 1"
"19398","Day0","turquoise","MF","ion binding","GO:0043167","LOC111122273"," polynucleotide 3'-phosphatase ZDP-like"
"19399","Day0","turquoise","MF","ion binding","GO:0043167","LOC111103448"," probable ATP-dependent RNA helicase DDX10"
"19400","Day0","turquoise","MF","ion binding","GO:0043167","LOC111105999"," probable ATP-dependent RNA helicase DDX20"
"19401","Day0","turquoise","MF","ion binding","GO:0043167","LOC111115058"," probable ATP-dependent RNA helicase DDX23"
"19402","Day0","turquoise","MF","ion binding","GO:0043167","LOC111127844"," probable ATP-dependent RNA helicase DDX28"
"19403","Day0","turquoise","MF","ion binding","GO:0043167","LOC111120135"," probable ATP-dependent RNA helicase DDX4"
"19404","Day0","turquoise","MF","ion binding","GO:0043167","LOC111122389"," probable ATP-dependent RNA helicase DDX43"
"19405","Day0","turquoise","MF","ion binding","GO:0043167","LOC111128233"," probable ATP-dependent RNA helicase DDX49"
"19406","Day0","turquoise","MF","ion binding","GO:0043167","LOC111131546"," probable ATP-dependent RNA helicase DDX52"
"19407","Day0","turquoise","MF","ion binding","GO:0043167","LOC111134586"," probable ATP-dependent RNA helicase DDX58"
"19409","Day0","turquoise","MF","ion binding","GO:0043167","LOC111100904"," probable ATP-dependent RNA helicase DDX58"
"19410","Day0","turquoise","MF","ion binding","GO:0043167","LOC111134530"," probable ATP-dependent RNA helicase DDX58"
"19413","Day0","turquoise","MF","ion binding","GO:0043167","LOC111099211"," probable ATP-dependent RNA helicase DHX37"
"19414","Day0","turquoise","MF","ion binding","GO:0043167","LOC111130870"," probable ATP-dependent RNA helicase DHX58"
"19415","Day0","turquoise","MF","ion binding","GO:0043167","LOC111125621"," probable Xaa-Pro aminopeptidase 3"
"19417","Day0","turquoise","MF","ion binding","GO:0043167","LOC111138513"," probable aminopeptidase NPEPL1"
"19418","Day0","turquoise","MF","ion binding","GO:0043167","LOC111136723"," probable arginine--tRNA ligase, mitochondrial"
"19419","Day0","turquoise","MF","ion binding","GO:0043167","LOC111124379"," probable asparagine--tRNA ligase, mitochondrial"
"19420","Day0","turquoise","MF","ion binding","GO:0043167","LOC111132864"," probable cytochrome P450 12b2, mitochondrial"
"19421","Day0","turquoise","MF","ion binding","GO:0043167","LOC111119365"," probable cytosolic oligopeptidase A"
"19422","Day0","turquoise","MF","ion binding","GO:0043167","LOC111121772"," probable cytosolic oligopeptidase A"
"19423","Day0","turquoise","MF","ion binding","GO:0043167","LOC111119597"," probable global transcription activator SNF2L2"
"19424","Day0","turquoise","MF","ion binding","GO:0043167","LOC111099857"," probable glutamate--tRNA ligase, mitochondrial"
"19425","Day0","turquoise","MF","ion binding","GO:0043167","LOC111133084"," probable phospholipid-transporting ATPase IF"
"19438","Day0","turquoise","MF","ion binding","GO:0043167","LOC111134608"," probable phospholipid-transporting ATPase IIB"
"19440","Day0","turquoise","MF","ion binding","GO:0043167","LOC111118708"," probable prolyl 4-hydroxylase 3"
"19441","Day0","turquoise","MF","ion binding","GO:0043167","LOC111125867"," probable protein phosphatase 2C T23F11.1"
"19443","Day0","turquoise","MF","ion binding","GO:0043167","LOC111121616"," probable protein phosphatase CG10417"
"19444","Day0","turquoise","MF","ion binding","GO:0043167","LOC111129940"," probable serine/threonine-protein kinase yakA"
"19445","Day0","turquoise","MF","ion binding","GO:0043167","LOC111102241"," probable tRNA(His) guanylyltransferase"
"19450","Day0","turquoise","MF","ion binding","GO:0043167","LOC111128351"," probable tubulin polyglutamylase TTLL1"
"19451","Day0","turquoise","MF","ion binding","GO:0043167","LOC111137017"," procollagen-lysine,2-oxoglutarate 5-dioxygenase 3-like"
"19452","Day0","turquoise","MF","ion binding","GO:0043167","LOC111134696"," programmed cell death protein 6-like"
"19453","Day0","turquoise","MF","ion binding","GO:0043167","LOC111138445"," programmed cell death protein 6-like"
"19458","Day0","turquoise","MF","ion binding","GO:0043167","LOC111136405"," proline-rich receptor-like protein kinase PERK5"
"19459","Day0","turquoise","MF","ion binding","GO:0043167","LOC111111820"," prolyl 4-hydroxylase subunit alpha-1-like"
"19461","Day0","turquoise","MF","ion binding","GO:0043167","LOC111127387"," prolyl 4-hydroxylase subunit alpha-1-like"
"19462","Day0","turquoise","MF","ion binding","GO:0043167","LOC111120480"," prolyl 4-hydroxylase subunit alpha-1-like"
"19466","Day0","turquoise","MF","ion binding","GO:0043167","LOC111125535"," prolyl 4-hydroxylase subunit alpha-3-like"
"19469","Day0","turquoise","MF","ion binding","GO:0043167","LOC111100562"," propionyl-CoA carboxylase alpha chain, mitochondrial-like"
"19471","Day0","turquoise","MF","ion binding","GO:0043167","LOC111136644"," proteasome subunit beta type-5-like"
"19473","Day0","turquoise","MF","ion binding","GO:0043167","LOC111136444"," protein MTO1 homolog, mitochondrial-like"
"19474","Day0","turquoise","MF","ion binding","GO:0043167","LOC111130891"," protein SREK1IP1-like"
"19476","Day0","turquoise","MF","ion binding","GO:0043167","LOC111131057"," protein SREK1IP1-like"
"19478","Day0","turquoise","MF","ion binding","GO:0043167","LOC111121016"," protein ZGRF1-like"
"19479","Day0","turquoise","MF","ion binding","GO:0043167","LOC111121017"," protein ZGRF1-like"
"19483","Day0","turquoise","MF","ion binding","GO:0043167","LOC111104252"," protein claret segregational-like"
"19486","Day0","turquoise","MF","ion binding","GO:0043167","LOC111109662"," protein lin-28 homolog"
"19490","Day0","turquoise","MF","ion binding","GO:0043167","LOC111109469"," protein phosphatase 1H-like"
"19494","Day0","turquoise","MF","ion binding","GO:0043167","LOC111102234"," protein phosphatase 1L-like"
"19495","Day0","turquoise","MF","ion binding","GO:0043167","LOC111101281"," protein quiver-like"
"19496","Day0","turquoise","MF","ion binding","GO:0043167","LOC111100550"," protein quiver-like"
"19497","Day0","turquoise","MF","ion binding","GO:0043167","LOC111130192"," protein transport protein Sec23A-like"
"19501","Day0","turquoise","MF","ion binding","GO:0043167","LOC111120467"," protein transport protein Sec24C-like"
"19505","Day0","turquoise","MF","ion binding","GO:0043167","LOC111126988"," protein tumorous imaginal discs, mitochondrial-like"
"19507","Day0","turquoise","MF","ion binding","GO:0043167","LOC111112790"," protein white-like"
"19509","Day0","turquoise","MF","ion binding","GO:0043167","LOC111112791"," protein white-like"
"19513","Day0","turquoise","MF","ion binding","GO:0043167","LOC111122581"," protein-associating with the carboxyl-terminal domain of ezrin-like"
"19514","Day0","turquoise","MF","ion binding","GO:0043167","LOC111129748"," protocadherin Fat 4-like"
"19515","Day0","turquoise","MF","ion binding","GO:0043167","LOC111122406"," protocadherin Fat 4-like"
"19516","Day0","turquoise","MF","ion binding","GO:0043167","LOC111100985"," protocadherin Fat 4-like"
"19519","Day0","turquoise","MF","ion binding","GO:0043167","LOC111104541"," protocadherin Fat 4-like"
"19520","Day0","turquoise","MF","ion binding","GO:0043167","LOC111124617"," protogenin-like"
"19521","Day0","turquoise","MF","ion binding","GO:0043167","LOC111134238"," puromycin-sensitive aminopeptidase-like"
"19522","Day0","turquoise","MF","ion binding","GO:0043167","LOC111128711"," putative ATP-dependent RNA helicase DHX57"
"19523","Day0","turquoise","MF","ion binding","GO:0043167","LOC111126186"," putative ATP-dependent RNA helicase me31b"
"19524","Day0","turquoise","MF","ion binding","GO:0043167","LOC111138441"," putative GTP-binding protein 6"
"19528","Day0","turquoise","MF","ion binding","GO:0043167","LOC111101605"," putative aminopeptidase W07G4.4"
"19529","Day0","turquoise","MF","ion binding","GO:0043167","LOC111100399"," putative glutamate synthase [NADPH]"
"19532","Day0","turquoise","MF","ion binding","GO:0043167","LOC111136164"," putative pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1"
"19533","Day0","turquoise","MF","ion binding","GO:0043167","LOC111137786"," pyridoxal phosphate homeostasis protein-like"
"19535","Day0","turquoise","MF","ion binding","GO:0043167","LOC111114596"," pyridoxine-5'-phosphate oxidase-like"
"19537","Day0","turquoise","MF","ion binding","GO:0043167","LOC111128687"," pyruvate carboxylase, mitochondrial-like"
"19541","Day0","turquoise","MF","ion binding","GO:0043167","LOC111136089"," pyruvate dehydrogenase [acetyl-transferring]-phosphatase 1, mitochondrial-like"
"19542","Day0","turquoise","MF","ion binding","GO:0043167","LOC111116965"," pyruvate kinase PKM-like"
"19551","Day0","turquoise","MF","ion binding","GO:0043167","LOC111122641"," rab-like protein 6"
"19554","Day0","turquoise","MF","ion binding","GO:0043167","LOC111132147"," ras-like protein 3"
"19562","Day0","turquoise","MF","ion binding","GO:0043167","LOC111118435"," ras-related C3 botulinum toxin substrate 1-like"
"19563","Day0","turquoise","MF","ion binding","GO:0043167","LOC111102243"," ras-related GTP-binding protein A"
"19564","Day0","turquoise","MF","ion binding","GO:0043167","LOC111120534"," ras-related and estrogen-regulated growth inhibitor-like"
"19565","Day0","turquoise","MF","ion binding","GO:0043167","LOC111118549"," ras-related protein Rab-10-like"
"19566","Day0","turquoise","MF","ion binding","GO:0043167","LOC111116971"," ras-related protein Rab-11A"
"19567","Day0","turquoise","MF","ion binding","GO:0043167","LOC111133237"," ras-related protein Rab-22A-like"
"19568","Day0","turquoise","MF","ion binding","GO:0043167","LOC111099150"," ras-related protein Rab-24-like"
"19573","Day0","turquoise","MF","ion binding","GO:0043167","LOC111118257"," ras-related protein Rab-26-like"
"19581","Day0","turquoise","MF","ion binding","GO:0043167","LOC111125080"," ras-related protein Rab-30-like"
"19585","Day0","turquoise","MF","ion binding","GO:0043167","LOC111133592"," ras-related protein Rab-32-like"
"19588","Day0","turquoise","MF","ion binding","GO:0043167","LOC111132906"," ras-related protein Rab-34-like"
"19589","Day0","turquoise","MF","ion binding","GO:0043167","LOC111135311"," ras-related protein Rab-35-like"
"19590","Day0","turquoise","MF","ion binding","GO:0043167","LOC111112915"," ras-related protein Ral-A-like"
"19594","Day0","turquoise","MF","ion binding","GO:0043167","LOC111100691"," ras-related protein Rap-2c-like"
"19595","Day0","turquoise","MF","ion binding","GO:0043167","LOC111120853"," regucalcin-like"
"19596","Day0","turquoise","MF","ion binding","GO:0043167","LOC111121420"," regucalcin-like"
"19600","Day0","turquoise","MF","ion binding","GO:0043167","LOC111121418"," regucalcin-like"
"19602","Day0","turquoise","MF","ion binding","GO:0043167","LOC111129063"," regulator of nonsense transcripts 1-like"
"19603","Day0","turquoise","MF","ion binding","GO:0043167","LOC111129219"," regulator of nonsense transcripts 1-like"
"19604","Day0","turquoise","MF","ion binding","GO:0043167","LOC111108767"," replication factor C subunit 1-like"
"19605","Day0","turquoise","MF","ion binding","GO:0043167","LOC111131355"," replication factor C subunit 1-like"
"19606","Day0","turquoise","MF","ion binding","GO:0043167","LOC111135799"," replication factor C subunit 4-like"
"19608","Day0","turquoise","MF","ion binding","GO:0043167","LOC111137687"," replication factor C subunit 5-like"
"19609","Day0","turquoise","MF","ion binding","GO:0043167","LOC111121441"," reticulocalbin-2-like"
"19610","Day0","turquoise","MF","ion binding","GO:0043167","LOC111127137"," retinoic acid receptor alpha-like"
"19613","Day0","turquoise","MF","ion binding","GO:0043167","LOC111130255"," rho-related GTP-binding protein RhoJ-like"
"19614","Day0","turquoise","MF","ion binding","GO:0043167","LOC111123021"," rhomboid-related protein 2-like"
"19618","Day0","turquoise","MF","ion binding","GO:0043167","LOC111120003"," ribonuclease H1-like"
"19621","Day0","turquoise","MF","ion binding","GO:0043167","LOC111127434"," ribonucleoside-diphosphate reductase large subunit-like"
"19622","Day0","turquoise","MF","ion binding","GO:0043167","LOC111123753"," ribose-phosphate pyrophosphokinase 1-like"
"19623","Day0","turquoise","MF","ion binding","GO:0043167","LOC111103453"," ribosomal protein S6 kinase alpha-1-like"
"19624","Day0","turquoise","MF","ion binding","GO:0043167","LOC111135361"," ribosomal protein S6 kinase beta-1-like"
"19625","Day0","turquoise","MF","ion binding","GO:0043167","LOC111121217"," ribosome biogenesis protein BMS1 homolog"
"19626","Day0","turquoise","MF","ion binding","GO:0043167","LOC111121480"," ribosome biogenesis protein BMS1 homolog"
"19627","Day0","turquoise","MF","ion binding","GO:0043167","LOC111127785"," ribosome-releasing factor 2, mitochondrial-like"
"19628","Day0","turquoise","MF","ion binding","GO:0043167","LOC111105834"," ruvB-like 1"
"19629","Day0","turquoise","MF","ion binding","GO:0043167","LOC111118359"," ruvB-like 2"
"19630","Day0","turquoise","MF","ion binding","GO:0043167","LOC111099792"," ruvB-like 2"
"19631","Day0","turquoise","MF","ion binding","GO:0043167","LOC111115198"," sarcoplasmic calcium-binding protein-like"
"19633","Day0","turquoise","MF","ion binding","GO:0043167","LOC111132196"," sarcoplasmic calcium-binding protein-like"
"19634","Day0","turquoise","MF","ion binding","GO:0043167","LOC111115355"," sarcoplasmic calcium-binding protein-like"
"19636","Day0","turquoise","MF","ion binding","GO:0043167","LOC111128206"," sarcoplasmic reticulum histidine-rich calcium-binding protein-like"
"19637","Day0","turquoise","MF","ion binding","GO:0043167","LOC111107520"," selenide, water dikinase-like"
"19638","Day0","turquoise","MF","ion binding","GO:0043167","LOC111110368"," selenide, water dikinase-like"
"19639","Day0","turquoise","MF","ion binding","GO:0043167","LOC111135225"," selenocysteine-specific elongation factor-like"
"19641","Day0","turquoise","MF","ion binding","GO:0043167","LOC111129882"," selenoprotein N-like"
"19645","Day0","turquoise","MF","ion binding","GO:0043167","LOC111125329"," senecionine N-oxygenase-like"
"19647","Day0","turquoise","MF","ion binding","GO:0043167","LOC111121920"," serine hydroxymethyltransferase, cytosolic-like"
"19648","Day0","turquoise","MF","ion binding","GO:0043167","LOC111114229"," serine hydroxymethyltransferase, mitochondrial-like"
"19649","Day0","turquoise","MF","ion binding","GO:0043167","LOC111103667"," serine palmitoyltransferase 1-like"
"19650","Day0","turquoise","MF","ion binding","GO:0043167","LOC111130191"," serine palmitoyltransferase 2-like"
"19651","Day0","turquoise","MF","ion binding","GO:0043167","LOC111120597"," serine palmitoyltransferase 2-like"
"19655","Day0","turquoise","MF","ion binding","GO:0043167","LOC111110313"," serine--tRNA ligase, cytoplasmic-like"
"19656","Day0","turquoise","MF","ion binding","GO:0043167","LOC111107057"," serine-aspartate repeat-containing protein I-like"
"19658","Day0","turquoise","MF","ion binding","GO:0043167","LOC111107136"," serine-aspartate repeat-containing protein I-like"
"19660","Day0","turquoise","MF","ion binding","GO:0043167","LOC111124543"," serine/threonine kinase-like domain-containing protein STKLD1"
"19662","Day0","turquoise","MF","ion binding","GO:0043167","LOC111125571"," serine/threonine-protein kinase 3-like"
"19665","Day0","turquoise","MF","ion binding","GO:0043167","LOC111120299"," serine/threonine-protein kinase 31-like"
"19666","Day0","turquoise","MF","ion binding","GO:0043167","LOC111103799"," serine/threonine-protein kinase 33-like"
"19668","Day0","turquoise","MF","ion binding","GO:0043167","LOC111131917"," serine/threonine-protein kinase 38-like"
