,Day,moduleColor,ontology,GO_term,GO_ID,Transcript_ID,Protein_name
13139,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111133008, carbonyl reductase [NADPH] 1-like
13140,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111128627," cholesterol 25-hydroxylase-like protein 1, member 2"
13141,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111131290," cholesterol 25-hydroxylase-like protein 1, member 2"
13142,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111125972, chromate reductase-like
13143,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111132807, cytochrome P450 2B4-like
13144,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111130455, cytochrome P450 2C28-like
13148,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111102272, cytochrome P450 3A24-like
13149,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111135741, cytochrome P450 4F22-like
13150,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111133052," delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial-like"
13151,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111122888, dimethylaniline monooxygenase [N-oxide-forming] 5-like
13152,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111129994, dual oxidase 2-like
13154,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111129986, dual oxidase 2-like
13155,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111124908, fatty acid desaturase 2-like
13158,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111110098, glucose-6-phosphate 1-dehydrogenase-like
13160,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111120666, glutathione peroxidase-like
13162,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111134424," hydroxyacid-oxoacid transhydrogenase, mitochondrial-like"
13163,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111101916, isocitrate dehydrogenase [NADP] cytoplasmic-like
13164,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111125679, laccase-like
13165,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111125914, laccase-like
13167,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111128051, lamin-B receptor-like
13168,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111123891, lysine-specific histone demethylase 1B-like
13169,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111127513, peroxiredoxin-6-like
13170,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111105298, peroxiredoxin-like
13171,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111129331, peroxisomal multifunctional enzyme type 2-like
13172,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111137877," probable D-lactate dehydrogenase, mitochondrial"
13174,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111118708, probable prolyl 4-hydroxylase 3
13175,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111118456, probable very-long-chain enoyl-CoA reductase art-1
13176,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111101890, putative cytochrome P450 120
13178,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111123809, putative oxidoreductase GLYR1
13179,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111104007, src substrate cortactin-like
13180,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111137567," steroid 17-alpha-hydroxylase/17,20 lyase-like"
13183,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111125446, sulfhydryl oxidase 1-like
13184,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111136468, tRNA-dihydrouridine(20) synthase [NAD(P)+]-like
13185,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111108305," thioredoxin reductase 1, cytoplasmic-like"
13189,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111118472, uncharacterized
13190,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111100919, uncharacterized
13192,Day1,green,MF,oxidoreductase activity,GO:0016491,LOC111128427, uncharacterized
13193,Day1,green,MF,"transferase activity, transferring alkyl or aryl (other than methyl) groups",GO:0016765,LOC111121024, S-adenosylmethionine synthase-like
13194,Day1,green,MF,"transferase activity, transferring alkyl or aryl (other than methyl) groups",GO:0016765,LOC111103307, dehydrodolichyl diphosphate synthase complex subunit nus1-like
13195,Day1,green,MF,"transferase activity, transferring alkyl or aryl (other than methyl) groups",GO:0016765,LOC111118357, geranylgeranyl transferase type-2 subunit alpha-like
13196,Day1,green,MF,"transferase activity, transferring alkyl or aryl (other than methyl) groups",GO:0016765,LOC111104070, glutathione S-transferase omega-1-like
13197,Day1,green,MF,"transferase activity, transferring alkyl or aryl (other than methyl) groups",GO:0016765,LOC111133435, ubiA prenyltransferase domain-containing protein 1 homolog
13198,Day1,green,MF,"translation factor activity, RNA binding",GO:0008135,LOC111135733," alanine--tRNA ligase, cytoplasmic-like"
13199,Day1,green,MF,"translation factor activity, RNA binding",GO:0008135,LOC111122903," cyclic pyranopterin monophosphate synthase, mitochondrial-like"
13200,Day1,green,MF,"translation factor activity, RNA binding",GO:0008135,LOC111100355, eukaryotic peptide chain release factor subunit 1
13201,Day1,green,MF,"translation factor activity, RNA binding",GO:0008135,LOC111123093, eukaryotic translation initiation factor 1-like
13202,Day1,green,MF,"translation factor activity, RNA binding",GO:0008135,LOC111118049, eukaryotic translation initiation factor 2 subunit 1-like
13203,Day1,green,MF,"translation factor activity, RNA binding",GO:0008135,LOC111133033, eukaryotic translation initiation factor 2A-like
13204,Day1,green,MF,"translation factor activity, RNA binding",GO:0008135,LOC111119026, eukaryotic translation initiation factor 2D-like
13205,Day1,green,MF,"translation factor activity, RNA binding",GO:0008135,LOC111118029, eukaryotic translation initiation factor 3 subunit E-like
13206,Day1,green,MF,"translation factor activity, RNA binding",GO:0008135,LOC111125652, eukaryotic translation initiation factor 3 subunit F-like
13207,Day1,green,MF,"translation factor activity, RNA binding",GO:0008135,LOC111133022, eukaryotic translation initiation factor 4 gamma 1-like
13208,Day1,green,MF,"translation factor activity, RNA binding",GO:0008135,LOC111121263, eukaryotic translation initiation factor 4E-like
13210,Day1,green,MF,"translation factor activity, RNA binding",GO:0008135,LOC111130699, eukaryotic translation initiation factor 5-like
13211,Day1,green,MF,"translation factor activity, RNA binding",GO:0008135,LOC111131638, translation initiation factor IF-2-like
13212,Day1,green,MF,"translation factor activity, RNA binding",GO:0008135,LOC111120521, uncharacterized
13213,Day1,green,MF,unfolded protein binding,GO:0051082,LOC111130072, McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin-like
13214,Day1,green,MF,unfolded protein binding,GO:0051082,LOC111131153, T-complex protein 1 subunit delta-like
13215,Day1,green,MF,unfolded protein binding,GO:0051082,LOC111137483, T-complex protein 1 subunit epsilon-like
13218,Day1,green,MF,unfolded protein binding,GO:0051082,LOC111100598, T-complex protein 1 subunit eta-like
13219,Day1,green,MF,unfolded protein binding,GO:0051082,LOC111104669, T-complex protein 1 subunit theta-like
13220,Day1,green,MF,unfolded protein binding,GO:0051082,LOC111136560, T-complex protein 1 subunit zeta-like
13221,Day1,green,MF,unfolded protein binding,GO:0051082,LOC111121532, calreticulin-like
13222,Day1,green,MF,unfolded protein binding,GO:0051082,LOC111125815, dnaJ homolog shv-like
13223,Day1,green,MF,unfolded protein binding,GO:0051082,LOC111104060, dnaJ homolog subfamily B member 13-like
13224,Day1,green,MF,unfolded protein binding,GO:0051082,LOC111121649, dnaJ homolog subfamily B member 4-like
13225,Day1,green,MF,unfolded protein binding,GO:0051082,LOC111121832, dnaJ homolog subfamily B member 4-like
13226,Day1,green,MF,unfolded protein binding,GO:0051082,LOC111123621," heat shock protein 75 kDa, mitochondrial-like"
13227,Day1,green,MF,unfolded protein binding,GO:0051082,LOC111129841, heat shock protein HSP 90-beta-like
13228,Day1,green,MF,unfolded protein binding,GO:0051082,LOC111125995, prefoldin subunit 2-like
13229,Day1,green,MF,unfolded protein binding,GO:0051082,LOC111107136, serine-aspartate repeat-containing protein I-like
13231,Day1,greenyellow,BP,biological process involved in symbiotic interaction,GO:0044403,LOC111110025, ragulator complex protein LAMTOR5 homolog
13232,Day1,greenyellow,BP,biological process involved in symbiotic interaction,GO:0044403,LOC111136759, uncharacterized
13233,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111130679, 3-oxo-5-alpha-steroid 4-dehydrogenase 1-like
13234,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111126146, B-cell CLL/lymphoma 9 protein-like
13235,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111136305, CCAAT/enhancer-binding protein gamma-like
13236,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111111318, D-3-phosphoglycerate dehydrogenase-like
13237,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111105459, DNA helicase B-like
13238,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111135402, DNA polymerase delta subunit 3-like
13239,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111125562, DNA polymerase epsilon catalytic subunit A-like
13240,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111106496, DNA-binding protein P3A2-like
13243,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111121541, DNA-binding protein inhibitor ID-2-A-like
13244,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111132777, DNA-directed RNA polymerase II subunit RPB4-like
13245,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111121947, DNA-directed RNA polymerase III subunit RPC5-like
13246,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111130603, DNA-directed RNA polymerase III subunit RPC7-like
13247,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111109968, DNA-directed RNA polymerases I and III subunit RPAC2-like
13248,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111130471, ETS-related transcription factor Elf-3-like
13250,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111131089, H2.0-like homeobox protein
13251,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111126347, LIM homeobox transcription factor 1-beta-like
13252,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111104128," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial-like"
13253,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111102448," NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial-like"
13254,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111136515," NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial-like"
13255,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111111171, RNA polymerase-associated protein RTF1 homolog
13256,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111103445, S-adenosylmethionine decarboxylase proenzyme-like
13258,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111103117, T-box transcription factor TBX22-like
13259,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111128991, TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L
13260,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111123056, UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit-like
13263,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111136406, YEATS domain-containing protein 4-like
13264,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111104277, achaete-scute homolog 1b-like
13265,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111130690, activated RNA polymerase II transcriptional coactivator p15-like
13267,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111121087," acyl carrier protein, mitochondrial-like"
13268,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111110588, adipocyte plasma membrane-associated protein-like
13269,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111112622, asparagine synthetase [glutamine-hydrolyzing]-like
13271,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111135186," beta-1,3-galactosyltransferase brn-like"
13276,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111102594, betaine--homocysteine S-methyltransferase 1-like
13278,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111099502, bifunctional purine biosynthesis protein PURH-like
13279,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111125850, carnosine synthase 1-like
13280,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111119776, cell division cycle and apoptosis regulator protein 1-like
13282,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111135236, diacylglycerol O-acyltransferase 1-like
13284,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111117281, dihydrofolate reductase-like
13286,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111134405," dihydroorotate dehydrogenase (quinone), mitochondrial-like"
13288,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111113319, ecdysone receptor-like
13294,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111129165, estrogen receptor beta-like
13295,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111118924, fatty acid synthase-like
13296,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111121707, fatty acid synthase-like
13297,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111138518, forkhead box C1-A-like
13298,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111131403, forkhead box protein B2-like
13299,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111105773, forkhead box protein P1-like
13300,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111129954, galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1-like
13303,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111119151, general transcription factor IIF subunit 1-like
13308,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111100410, glutamate synthase [NADPH] small chain-like
13309,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111133693, glutamate--cysteine ligase catalytic subunit-like
13310,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111123928, glutamine synthetase 2 cytoplasmic-like
13314,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111135290, glycogen [starch] synthase-like
13316,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111132160, heat shock factor-binding protein 1-like
13317,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111135700, hexokinase-2-like
13319,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111118300, histone acetyltransferase KAT6B-like
13320,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111099909, homeobox protein EMX1-like
13321,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111113958, homeobox protein Hox-A5-like
13322,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111103230, homeobox protein Hox-B3a-like
13323,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111115406, homeobox protein Hox-B6a-like
13324,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111135933, homeobox protein Hox-B7-like
13325,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111135210, homeobox protein Hox-C5-like
13326,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111134762, homeobox protein MSX-3-like
13327,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111130545, homeobox protein Meis1-like
13330,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111101514, homeobox protein Nkx-6.2-like
13331,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111132203, homeobox protein caupolican-like
13332,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111101308, homeobox protein engrailed-2b-like
13333,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111136959, homeobox protein slou-like
13334,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111120712," hydroxyacyl-coenzyme A dehydrogenase, mitochondrial-like"
13335,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111129189, hypoxia-inducible factor 1-alpha-like
13339,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111099186, iroquois-class homeodomain protein IRX-6-like
13340,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111132047, iroquois-class homeodomain protein IRX-6-like
13341,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111119804, kynurenine--oxoglutarate transaminase 3-like
13342,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111117921, lethal(3)malignant brain tumor-like protein 3
13345,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111125202," lipoyl synthase, mitochondrial-like"
13346,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111135038, mediator of RNA polymerase II transcription subunit 10-like
13347,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111135492, mediator of RNA polymerase II transcription subunit 11-like
13348,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111137835, mediator of RNA polymerase II transcription subunit 13-like
13349,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111125368, mediator of RNA polymerase II transcription subunit 22-like
13350,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111129104, microphthalmia-associated transcription factor-like
13351,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111118239, myelin regulatory factor-like
13361,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111121590, nuclear factor NF-kappa-B p105 subunit-like
13363,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111120078, nuclear factor interleukin-3-regulated protein-like
13364,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111134737, nuclear hormone receptor HR96-like
13376,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111127914, nuclear receptor subfamily 2 group F member 1-A-like
13380,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111126109, nucleoside diphosphate kinase A-like
13381,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111138461, origin recognition complex subunit 2-like
13382,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111118493, paired box protein Pax-2-B-like
13383,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111101136, peptidoglycan-recognition protein SC2-like
13384,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111099755, peptidoglycan-recognition protein SC2-like
13387,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111119886, phenazine biosynthesis-like domain-containing protein
13388,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111125177, phosphatidylinositol-glycan biosynthesis class F protein-like
13389,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111117651, phosphatidylinositol-glycan biosynthesis class X protein-like
13390,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111134943," phosphatidylserine decarboxylase proenzyme, mitochondrial-like"
13392,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111104245, polycomb protein SCMH1-like
13394,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111109666, probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12
13395,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111126361, probable pterin-4-alpha-carbinolamine dehydratase
13396,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111136020," proline dehydrogenase 1, mitochondrial-like"
13400,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111126205, putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13
13402,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111114596, pyridoxine-5'-phosphate oxidase-like
13404,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111116965, pyruvate kinase PKM-like
13413,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111132383, recombining binding protein suppressor of hairless-like
13416,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111119248, regulator of telomere elongation helicase 1-like
13417,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111126776, replication protein A 14 kDa subunit-like
13418,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111134654, replication protein A 70 kDa DNA-binding subunit-like
13419,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111110368," selenide, water dikinase-like"
13420,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111101726, snRNA-activating protein complex subunit 5-like
13421,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111127974, sphingolipid delta(4)-desaturase DES1-like
13422,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111125304, sterol regulatory element-binding protein 1-like
13423,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111125289, thyroid hormone receptor beta-like
13424,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111112060, transcription elongation factor B polypeptide 3-like
13425,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111135582, transcription factor HES-1-B-like
13426,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111099184, transcription factor HES-4-like
13427,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111119628, transcription factor MafK-like
13428,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111120889, transcription factor SOX-11-like
13429,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111136576, transcription factor Sox-2-like
13430,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111128773, transcription factor kayak-like
13431,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111103975, transcription initiation factor TFIID subunit 12-like
13432,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111129852, transcriptional repressor p66-beta-like
13434,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111129084, transducin-like enhancer protein 4
13435,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111134048, uncharacterized
13436,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111137772, uncharacterized
13437,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111131708, uncharacterized
13440,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111122694, uncharacterized
13441,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111126254, uncharacterized
13442,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111137108, uncharacterized
13443,Day1,greenyellow,BP,biosynthetic process,GO:0009058,LOC111124311, uncharacterized
13444,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111136873, GDH/6PGL endoplasmic bifunctional protein-like
13445,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111129194, aldose 1-epimerase-like
13446,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111131531, aldose 1-epimerase-like
13447,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111108433, alpha-L-fucosidase-like
13449,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111124501, alpha-amylase-like
13451,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111137926, anti-sigma-I factor RsgI6-like
13452,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111138267," beta-1,3-glucan-binding protein-like"
13453,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111100793," beta-1,3-glucan-binding protein-like"
13454,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111131384, beta-hexosaminidase subunit beta-like
13458,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111099222, chitinase domain-containing protein 1-like
13464,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111120322, chitotriosidase-1-like
13465,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111134018, endoglucanase 14-like
13466,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111135754, endoglucanase 4-like
13467,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111099221, fucose mutarotase-like
13468,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111127001, glycerol kinase-like
13469,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111135290, glycogen [starch] synthase-like
13471,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111135700, hexokinase-2-like
13473,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111136621," malate dehydrogenase, mitochondrial-like"
13474,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111119014," maltase-glucoamylase, intestinal-like"
13475,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111119178," maltase-glucoamylase, intestinal-like"
13476,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111129231, neutral and basic amino acid transport protein rBAT-like
13481,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111118006, phosphoglucomutase-1-like
13483,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111125502, phosphoglucomutase-2-like
13485,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111103894, probable beta-D-xylosidase 5
13486,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111129161," probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial"
13487,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111116965, pyruvate kinase PKM-like
13496,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111099715," sucrase-isomaltase, intestinal-like"
13497,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111130595, uncharacterized
13499,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111130320, uncharacterized
13500,Day1,greenyellow,BP,carbohydrate metabolic process,GO:0005975,LOC111099193, uncharacterized
13501,Day1,greenyellow,BP,catabolic process,GO:0009056,LOC111116870," 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial-like"
13502,Day1,greenyellow,BP,catabolic process,GO:0009056,LOC111118132," 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial-like"
13506,Day1,greenyellow,BP,catabolic process,GO:0009056,LOC111119188, TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L
13507,Day1,greenyellow,BP,catabolic process,GO:0009056,LOC111137012, allantoicase-like
13509,Day1,greenyellow,BP,catabolic process,GO:0009056,LOC111122738, anaphase-promoting complex subunit 2-like
13511,Day1,greenyellow,BP,catabolic process,GO:0009056,LOC111131384, beta-hexosaminidase subunit beta-like
13515,Day1,greenyellow,BP,catabolic process,GO:0009056,LOC111099731, cell division cycle protein 20 homolog
13516,Day1,greenyellow,BP,catabolic process,GO:0009056,LOC111121924, elongin-C
13518,Day1,greenyellow,BP,catabolic process,GO:0009056,LOC111102064, gamma-glutamyltranspeptidase 1-like
13520,Day1,greenyellow,BP,catabolic process,GO:0009056,LOC111125083, ganglioside GM2 activator-like
13521,Day1,greenyellow,BP,catabolic process,GO:0009056,LOC111135700, hexokinase-2-like
13523,Day1,greenyellow,BP,catabolic process,GO:0009056,LOC111131506, histone-lysine N-methyltransferase SETDB1-like
13524,Day1,greenyellow,BP,catabolic process,GO:0009056,LOC111120712," hydroxyacyl-coenzyme A dehydrogenase, mitochondrial-like"
13525,Day1,greenyellow,BP,catabolic process,GO:0009056,LOC111125726, iduronate 2-sulfatase-like
13527,Day1,greenyellow,BP,catabolic process,GO:0009056,LOC111120083, pancreatic lipase-related protein 2-like
13528,Day1,greenyellow,BP,catabolic process,GO:0009056,LOC111118134, pancreatic triacylglycerol lipase-like
13529,Day1,greenyellow,BP,catabolic process,GO:0009056,LOC111119193, pancreatic triacylglycerol lipase-like
13531,Day1,greenyellow,BP,catabolic process,GO:0009056,LOC111099755, peptidoglycan-recognition protein SC2-like
